"Id","State","City","Sight_Date"
"865","CA","Los Angeles",20121221
"866","MT","Bozeman",20121221
"867","OR","Eugene",20121221
"868","ME","Lisbon Falls",20121220
"869","IL","Macomb",20121213
"870","ID","Blackfoot",20121208
"871","MO","Westboro",20121204
"872","OH","Dayton",20121201
"873","CA","Oakley",20121129
"874","TN","Columbia",20121125
"875","FL","Miami",20121124
"876","VT","Sunderland",20121122
"877","IL","Worth",20121118
"878","OH","Austintown",20121118
"879","WI","Cedarburg",20121117
"880","CA","Long Beach",20121116
"881","MD","Gaithersburg",20121115
"882","WA","Vancouver",20121115
"883","CA","Union City",20121114
"884","VA","Chesapeake",20121114
"885","FL","Orlando",20121113
"886","CA","San Anselmo",20121110
"887","FL","Orlando",20121110
"888","CO","Boulder",20121104
"889","CA","Burbank",20121103
"890","NM","Albuquerque",20121103
"891","AZ","Phoenix",20121102
"892","TN","Nashville",20121030
"893","OH","Springfield",20121027
"894","SC","Lexington",20121024
"895","SC","Little River",20121024
"896","AZ","Gilbert",20121020
"897","WI","Jackson",20121020
"898","FL","Lake Wales",20121014
"899","NY","Syracuse",20121010
"900","CT","Roxbury",20121004
"901","MN","Lakeville",20121003
"902","MI","Temperance",20120929
"903","OH","Cincinnati",20120928
"904","PA","Langhorne",20120923
"905","AZ","Mesa",20120922
"906","WA","Woodland",20120917
"907","OR","Lincoln City",20120916
"908","IL","Peoria",20120915
"909","NJ","Mahwah",20120910
"910","SC","North Myrtle Beach",20120910
"911","TN","Murfreesboro",20120909
"912","CA","Pomona",20120901
"913","MN","St. Louis Park",20120901
"914","NY","Syracuse",20120826
"915","OR","Cornelius",20120825
"916","MA","Boston",20120823
"917","CT","Milford",20120818
"918","MN","Minneapolis",20120818
"919","PA","Erie",20120818
"920","IL","Bartlett",20120811
"921","WA","Bellingham",20120811
"922","MT","Thompson Falls",20120810
"923","HI","Schofield Barracks",20120809
"924","AZ","Surprise",20120807
"925","CT","New Britain",20120807
"926","PA","Warriors Run",20120807
"927","SC","North Myrtle Beach",20120807
"928","CA","San Diego",20120803
"929","NY","New York City (Brooklyn)",20120730
"930","IN","Shelbyville",20120729
"931","OR","Lincoln City",20120728
"932","IL","Chicago",20120725
"933","MD","Frederick",20120722
"934","CA","Vacaville",20120721
"935","IL","Montgomery",20120721
"936","NY","Maspeth",20120721
"937","FL","St. Petersburg Beach",20120714
"938","NJ","Mantoloking",20120714
"939","MS","Gulfport",20120713
"940","OR","Roseburg",20120713
"941","CA","Santa Nella",20120708
"942","WA","Vancouver",20120707
"943","CT","Bristol",20120706
"944","ID","Coeur d'Alene",20120706
"945","CA","Pasadena",20120704
"946","FL","Steinhatchee",20120704
"947","IL","Chicago",20120704
"948","IL","Springfield",20120704
"949","KY","Louisville",20120704
"950","ME","Portage",20120704
"951","MN","Duluth",20120704
"952","MO","Springfield",20120704
"953","OH","Xenia",20120704
"954","OK","Broken Arrow",20120704
"955","OK","Tulsa",20120704
"956","OR","Springfield",20120704
"957","PA","Pottstown",20120704
"958","TX","Dallas",20120704
"959","WA","Bothell",20120704
"960","WA","Bremerton",20120704
"961","WA","Enumclaw",20120704
"962","WA","Renton",20120704
"963","WA","Spanaway",20120704
"964","MI","Lake Leelanau",20120703
"965","MO","Salem",20120703
"966","NY","Babylon",20120701
"967","WA","Bellingham",20120629
"968","MO","Ballwin",20120624
"969","CA","Santa Rosa",20120623
"970","ME","Camden",20120623
"971","NJ","Pittstown",20120622
"972","WI","Eden",20120622
"973","IN","Indianapolis",20120620
"974","CT","Enfield",20120618
"975","RI","Cranston",20120614
"976","WA","Newport",20120614
"977","OH","Akron",20120609
"978","PA","State College",20120607
"979","CA","Los Angeles",20120605
"980","CA","Sacramento",20120604
"981","MT","Bozeman",20120602
"982","WA","Beacon Rock State Park",20120602
"983","NE","Omaha",20120528
"984","CO","Pueblo",20120526
"985","WI","Oak Creek",20120522
"986","AZ","Paradise Valley",20120521
"987","MN","Minneapolis",20120519
"988","MO","Springfield",20120516
"989","CA","Glendale",20120515
"990","CA","Los Banos",20120511
"991","AZ","Tucson",20120505
"992","GA","Hampton",20120505
"993","AZ","North Phoenix",20120502
"994","WA","Vancouver",20120422
"995","MI","Ironwood",20120419
"996","NV","Las Vegas",20120417
"997","NC","Holden Beach",20120411
"998","ND","Casselton",20120411
"999","IA","Dysart",20120409
"1000","WA","Seattle",20120408
"1001","FL","Orlando",20120401
"1002","MI","Monroe",20120326
"1003","NY","Wainscott",20120324
"1004","CA","Mojave",20120320
"1005","NY","Hopewell Junction",20120320
"1006","SC","Surfside Beach",20120320
"1007","WV","Barboursville",20120319
"1008","RI","Warwick",20120318
"1009","NC","New London",20120316
"1010","OH","Newark",20120313
"1011","CA","Santa Ana",20120310
"1012","CO","Colorado Springs",20120229
"1013","RI","Coventry",20120227
"1014","CA","Oroville",20120213
"1015","TN","Johnson City",20120212
"1016","MI","Rochester Hills",20120209
"1017","TX","Lubbock",20120205
"1018","FL","Ocala",20120201
"1019","UT","American Fork",20120127
"1020","AZ","Phoenix",20120124
"1021","CT","Bridgeport",20120108
"1022","AZ","Tucson",20120106
"1023","AK","Anchorage",20120101
"1024","CA","La Mesa",20120101
"1025","MD","Sykesville",20120101
"1026","NY","New York City (Brooklyn)",20120101
"1027","VT","Burlington",20120101
"1028","CA","Anderson",20111231
"1029","CA","El Cerrito",20111231
"1030","WA","Marysville",20111231
"1031","TN","Chattanooga",20111228
"1032","UT","West Jordan",20111225
"1033","FL","Bradenton",20111224
"1034","ID","Boise",20111224
"1035","CT","Stafford Springs",20111222
"1036","HI","Honolulu",20111217
"1037","IN","New Paris",20111211
"1038","FL","Sarasota",20111209
"1039","OH","Springboro",20111203
"1040","GA","LaGrange",20111202
"1041","FL","Davie",20111201
"1042","OH","Champion",20111117
"1043","AL","Irvington",20111116
"1044","FL","Venice",20111103
"1045","MI","Monroe",20111031
"1046","NY","Ronkonkoma",20111030
"1047","IL","Matteson",20111025
"1048","NY","Ithaca",20111024
"1049","AK","Wasilla",20111023
"1050","CA","Los Angeles",20111022
"1051","IN","Jasonvill",20111022
"1052","SC","West Columbia",20111022
"1053","VA","Madison Heights",20111022
"1054","NC","Burnsville",20111021
"1055","CO","Denver",20111019
"1056","CA","Glendora",20111015
"1057","AZ","Golden Valley",20111014
"1058","SC","Boiling Springs",20111013
"1059","FL","Tampa",20111006
"1060","GA","Flowery Branch",20111006
"1061","MO","Lake Springs",20111002
"1062","MO","Kansas City",20111001
"1063","SC","Myrtle Beach",20110929
"1064","NV","Las Vegas",20110924
"1065","IL","Glenarm",20110915
"1066","CA","Lake Elsinore",20110914
"1067","NV","Las Vegas",20110914
"1068","SC","Greer",20110913
"1069","IL","Rockford",20110908
"1070","NC","Aulander",20110903
"1071","NY","Montauk",20110831
"1072","WA","Seattle",20110827
"1073","NY","Herkimer",20110825
"1074","CA","Temecula",20110821
"1075","CT","Cromwell",20110817
"1076","IL","Crystal Lake",20110813
"1077","MA","Norfolk",20110730
"1078","WA","Orting",20110724
"1079","TX","Houston",20110722
"1080","NY","New York City (Brooklyn)",20110710
"1081","AR","Bryant",20110704
"1082","CA","Escondido/Valley Center",20110704
"1083","CT","Waterbury",20110704
"1084","FL","Bradenton",20110704
"1085","IL","Beecher",20110704
"1086","IN","Muncie",20110704
"1087","MI","Flint",20110704
"1088","MN","Saint Paul",20110704
"1089","MO","Warrensburg",20110704
"1090","MT","Wolf Point",20110704
"1091","NE","Lincoln",20110704
"1092","TN","Portland",20110704
"1093","WA","Bellingham",20110704
"1094","KY","Louisville",20110703
"1095","MT","Butte",20110703
"1096","PA","Patton",20110703
"1097","NC","Ocean Isle Beach",20110628
"1098","WA","Spanaway",20110625
"1099","NY","Bethpage",20110618
"1100","NC","Frisco",20110615
"1101","WA","Ardenvoir",20110613
"1102","FL","St. Augustine",20110605
"1103","MA","Wareham",20110531
"1104","AZ","Phoenix",20110507
"1105","SC","Myrtle Beach",20110505
"1106","CA","Santa Monica",20110502
"1107","TN","Nashville",20110430
"1108","CA","San Jose",20110429
"1109","CA","Carpinteria",20110425
"1110","MI","L'Anse",20110424
"1111","NC","Hendersonville",20110417
"1112","CO","Lafayette",20110320
"1113","IN","Elkhart",20110319
"1114","PA","West Springfield",20110308
"1115","WA","Yakima",20110307
"1116","PA","Reading",20110301
"1117","FL","Jacksonville",20110224
"1118","FL","Tallahassee",20110218
"1119","WA","Tacoma",20110207
"1120","WA","Seattle",20110202
"1121","UT","American Fork",20110126
"1122","TX","Cypress",20110122
"1123","NY","New York",20110116
"1124","FL","Seminole",20110101
"1125","PA","Doylestown",20110101
"1126","UT","Salt Lake City",20110101
"1127","WA","Edmonds",20101225
"1128","KS","Wichita",20101219
"1129","NC","Charlotte",20101119
"1130","OH","Galloway",20101112
"1131","VA","Front Royal",20101109
"1132","KS","Leavenworth",20101106
"1133","KS","Leavenworth",20101105
"1134","CA","Los Angeles",20101101
"1135","FL","Jupiter",20101031
"1136","AZ","Phoenix",20101023
"1137","VA","Troutville",20101016
"1138","NY","Buffalo",20101015
"1139","CA","San Francisco",20101013
"1140","NV","Las Vegas",20101013
"1141","FL","Cape Coral",20100929
"1142","GA","Cumming",20100913
"1143","FL","Gainesville",20100909
"1144","IL","Crete",20100904
"1145","MA","Plymouth",20100829
"1146","CA","Los Angeles",20100828
"1147","NH","Warren",20100814
"1148","TX","San Antonio",20100805
"1149","IL","South Elgin",20100801
"1150","UT","Salt Lake City",20100727
"1151","NC","Emerald Isle",20100722
"1152","IL","Arlington Heights",20100720
"1153","NJ","Sicklerville",20100718
"1154","OH","Jamestown",20100710
"1155","FL","Kissimmee",20100705
"1156","DC","Washington, D.C.",20100704
"1157","KS","Hutchinson",20100704
"1158","KY","Louisville",20100704
"1159","MA","Springfield",20100704
"1160","MO","O'Fallon",20100704
"1161","NY","Auburn",20100704
"1162","SD","Ipswich",20100704
"1163","WA","Bothell",20100704
"1164","WA","Lake Stevens",20100704
"1165","WA","Lynnwood",20100704
"1166","OK","Poteau",20100703
"1167","WA","Port Angeles",20100703
"1168","IL","Chicago",20100702
"1169","IL","Rockford",20100620
"1170","MS","Yazoo",20100619
"1171","CA","Lake Elsinore",20100606
"1172","IL","Elgin",20100531
"1173","MN","Minneapolis",20100529
"1174","NM","Taos",20100529
"1175","NV","Las Vegas",20100525
"1176","MT","Havre",20100510
"1177","NJ","Pleasantville",20100509
"1178","WA","Graham",20100508
"1179","TX","Kaufman",20100425
"1180","TX","Houston",20100424
"1181","MN","Truman",20100418
"1182","NY","Auburn",20100414
"1183","TX","Dripping Springs",20100408
"1184","OK","Tulsa",20100407
"1185","NH","Laconia",20100320
"1186","WA","Edmonds",20100313
"1187","FL","Destin",20100312
"1188","PA","Erie",20100312
"1189","HI","Kihei",20100305
"1190","TX","Winnie",20100216
"1191","WA","Seattle",20100212
"1192","NC","Greensboro",20100115
"1193","AK","Willow",20100101
"1194","CA","La Mesa",20100101
"1195","CA","San Diego",20100101
"1196","LA","Mandeville",20091231
"1197","LA","Slidell",20091231
"1198","IL","Lenzburg",20091209
"1199","CA","Temecula",20091205
"1200","MO","Salem",20091201
"1201","NY","Rochester",20091112
"1202","AZ","Tucson",20091021
"1203","OH","Cincinnati",20091020
"1204","TX","Lubbock",20091017
"1205","SC","Myrtle Beach",20091008
"1206","WV","Grafton",20091001
"1207","GA","Hamilton",20090924
"1208","MD","Dundalk",20090919
"1209","NJ","Howell",20090919
"1210","PA","West Chester",20090919
"1211","IL","Chicago",20090913
"1212","WI","Brookfield",20090912
"1213","WA","Spokane Valley",20090828
"1214","CA","Carmichael",20090825
"1215","MA","Amesbury (past)",20090825
"1216","OR","Vale",20090819
"1217","WA","Sedro Woolley",20090818
"1218","NY","Franklin",20090816
"1219","IL","Chicago",20090813
"1220","CT","Bristol",20090806
"1221","OR","Portland",20090805
"1222","NY","Old Forge",20090727
"1223","PA","Plains",20090726
"1224","CA","Santa Paula",20090725
"1225","MI","Chelsea",20090725
"1226","IL","Chicago",20090704
"1227","WA","Monroe",20090704
"1228","WV","Chester",20090704
"1229","OH","Clyde",20090703
"1230","TX","Dallas",20090628
"1231","MT","Missoula",20090625
"1232","CA","Encino",20090620
"1233","SC","North Myrtle Beach",20090617
"1234","FL","Indian Rocks beach",20090613
"1235","NM","Albuquerque",20090528
"1236","NY","New York City",20090520
"1237","AZ","Phoenix",20090518
"1238","CA","Sacramento",20090509
"1239","NC","High Point",20090427
"1240","FL","Orlando",20090410
"1241","TN","Nashville",20090406
"1242","VA","Virginia Beach",20090329
"1243","CA","San Diego",20090321
"1244","WA","Seattle",20090320
"1245","WA","Tacoma",20090320
"1246","MI","Grand Rapids",20090317
"1247","FL","Pensacola",20090310
"1248","CA","Brea",20090301
"1249","WA","Seattle",20090225
"1250","CA","El Cajon",20090224
"1251","CA","San Diego",20090212
"1252","CA","Huntington Beach",20090131
"1253","MO","Dixon",20090124
"1254","WA","Everett",20090119
"1255","AZ","Phoenix",20090118
"1256","FL","Kendall",20090113
"1257","FL","Cocoa",20090110
"1258","CO","Lafayette",20090103
"1259","CA","San Diego",20090101
"1260","CA","Saugus",20081230
"1261","FL","Davie",20081228
"1262","WA","Bremerton",20081225
"1263","VA","Yorktown",20081117
"1264","CA","Long Beach",20081112
"1265","CA","San Clemente",20081108
"1266","VA","Pound",20081030
"1267","TX","Brownwood",20081028
"1268","OH","Columbus",20081022
"1269","TN","Winchester",20081015
"1270","VT","Westminster West/ Putney border",20081002
"1271","NV","Las Vegas",20080927
"1272","OH","Bethel",20080925
"1273","IL","Galesburg",20080921
"1274","WA","Lacey",20080812
"1275","FL","Orlando",20080804
"1276","MD","Baltimore",20080803
"1277","FL","Ft. Lauderdale",20080802
"1278","AZ","Yuma",20080731
"1279","MI","Rochester Hills",20080731
"1280","TX","Fort Worth",20080712
"1281","OH","Portsmouth",20080706
"1282","PA","Plymouth",20080705
"1283","GA","Athens",20080704
"1284","MI","Novi",20080704
"1285","MN","Excelsior",20080704
"1286","WA","Stanwood",20080704
"1287","CA","Bakersfield",20080630
"1288","TX","Azle",20080628
"1289","WI","Madison",20080623
"1290","CA","Norwalk",20080618
"1291","GA","Euharlee",20080616
"1292","NV","Elko",20080614
"1293","TX","New Braunfels",20080614
"1294","TX","Flint",20080612
"1295","CO","Parker",20080609
"1296","MI","Portage",20080608
"1297","GA","Dawsonville",20080607
"1298","GA","Lawrenceville",20080518
"1299","WA","Everson/Bellingham",20080517
"1300","MI","Flint",20080514
"1301","CT","Trumbull",20080430
"1302","HI","Captain Cook",20080427
"1303","HI","Honaunau",20080427
"1304","WA","Seattle",20080425
"1305","FL","St. Augustine",20080419
"1306","NV","Las Vegas",20080418
"1307","GA","Buckhead",20080415
"1308","FL","Orlando",20080412
"1309","AZ","Surprise",20080410
"1310","FL","Lake Buena Vista",20080330
"1311","AK","Anchorage",20080329
"1312","IN","Kokomo",20080306
"1313","CA","San Francisco",20080302
"1314","AZ","Green Valley",20080226
"1315","FL","Jacksonville",20080220
"1316","NH","Sharon",20080220
"1317","FL","Cape Coral",20080213
"1318","CA","Garden Grove",20080201
"1319","CA","Lake Elsinore",20080131
"1320","GA","East Dublin",20080120
"1321","FL","Gainesville",20080101
"1322","CA","San Diego",20071231
"1323","CA","Los Angeles",20071223
"1324","MD","Bowie",20071223
"1325","MO","St. Louis",20071220
"1326","CO","Boulder",20071215
"1327","PA","Harrisburg",20071212
"1328","AL","Madison",20071211
"1329","KS","Olathe",20071208
"1330","AR","Metalton",20071202
"1331","GA","Columbus",20071201
"1332","WA","Tacoma",20071125
"1333","CA","San Diego",20071123
"1334","FL","Winter Haven",20071117
"1335","CA","San Diego",20071114
"1336","CA","San Diego",20071113
"1337","FL","Jacksonville",20071110
"1338","KY","Louisville",20071105
"1339","CA","Corona del Mar",20071104
"1340","CA","Pleasanton",20071101
"1341","MO","Blue Springs",20071101
"1342","GA","Portal",20070930
"1343","OH","West Chester",20070921
"1344","NM","Santa Fe",20070913
"1345","OH","Chillicothe",20070913
"1346","WA","Puyallup",20070901
"1347","NY","Carle Place",20070829
"1348","CA","Sacramento",20070819
"1349","CA","Rancho Cucamonga",20070818
"1350","ME","Lewiston",20070810
"1351","SC","Myrtle Beach",20070727
"1352","MO","St. Louis",20070713
"1353","IL","Lemont",20070707
"1354","TX","Wichita Falls",20070704
"1355","MO","Marshfield",20070630
"1356","KY","Frankfort",20070624
"1357","IN","Muncie",20070620
"1358","WA","Walla Walla",20070612
"1359","CA","Fresno",20070607
"1360","CA","Corona",20070527
"1361","MD","Abingdon",20070503
"1362","NC","Raleigh",20070414
"1363","FL","Arcadia",20070404
"1364","OH","Ironton",20070316
"1365","CA","San Dimas",20070309
"1366","AZ","Phoenix",20070206
"1367","AZ","Tucson",20070206
"1368","CA","Foothill Ranch",20070206
"1369","CA","Burbank",20070204
"1370","SC","Greenville",20070124
"1371","WA","Spokane",20070124
"1372","CA","Paramount",20070120
"1373","CA","Paincines (Pinnacle Rocks in Pinnacles National Monument)",20070116
"1374","WA","Centralia",20070107
"1375","AZ","Mesa",20070106
"1376","WA","Seattle",20070102
"1377","AZ","Anthem",20061224
"1378","CA","Manteca",20061224
"1379","OH","Cadiz",20061216
"1380","CA","San Diego",20061211
"1381","AZ","Phoenix",20061206
"1382","CA","San Francisco Bay Area",20061205
"1383","CA","Hollister",20061130
"1384","GA","Columbus",20061129
"1385","PA","Warrington",20061126
"1386","MN","Jordan",20061124
"1387","CA","Long Beach",20061112
"1388","CO","Denver",20061108
